,device,device_type,model_name,model_category,batch_size,num_inference_steps,precision,model_parameters,inference_time,device_to_host_time,host_to_device_time,avg_time,cpu_count,cpu_utilization,cpu_memory_used,cpu_memory_available
0,cpu,cpu,efficientnet_b0,efficientnet,16.0,512.0,float32,5288548.0,0.06319375,0.0,6.25e-06,1.0113,12.0,52.2,7027.578125,9198.72265625
1,cpu,cpu,efficientnet_b0,efficientnet,32.0,512.0,float32,5288548.0,0.054328125,0.0,0.0,1.7386,12.0,52.2,7018.92578125,9207.375
2,cpu,cpu,efficientnet_b0,efficientnet,64.0,512.0,float32,5288548.0,0.0535453125,0.0,0.0,3.4269,12.0,52.6,7070.73828125,9155.5625
3,cpu,cpu,efficientnet_b0,efficientnet,16.0,512.0,float64,5288548.0,0.16765,0.0,0.0,2.6824,12.0,52.4,7128.26171875,9098.0390625
4,cpu,cpu,efficientnet_b0,efficientnet,32.0,512.0,float64,5288548.0,0.1729875,0.0,0.0,5.5356,12.0,52.3,7213.36328125,9012.9375
5,cpu,cpu,efficientnet_b0,efficientnet,64.0,512.0,float64,5288548.0,0.160796875,0.0,0.0,10.291,12.0,52.8,7300.35546875,8925.9453125
6,cpu,cpu,efficientnet_b1,efficientnet,16.0,512.0,float32,7794184.0,0.07579375,6.25e-06,0.0,1.2128,12.0,53.8,7210.6875,9015.61328125
7,cpu,cpu,efficientnet_b1,efficientnet,32.0,512.0,float32,7794184.0,0.075759375,0.0,0.0,2.4243,12.0,54.1,7140.5859375,9085.71484375
8,cpu,cpu,efficientnet_b1,efficientnet,64.0,512.0,float32,7794184.0,0.074975,0.0,0.0,4.7984,12.0,53.8,7275.484375,8950.81640625
9,cpu,cpu,efficientnet_b1,efficientnet,16.0,512.0,float64,7794184.0,0.23640625,0.0,0.0,3.7825,12.0,52.1,7326.74609375,8899.5546875
10,cpu,cpu,efficientnet_b1,efficientnet,32.0,512.0,float64,7794184.0,0.242515625,0.0,0.0,7.7605,12.0,53.0,7249.09765625,8977.203125
11,cpu,cpu,efficientnet_b1,efficientnet,64.0,512.0,float64,7794184.0,0.2290859375,0.0,0.0,14.6616,12.0,53.0,7393.23828125,8833.0625
12,cpu,cpu,efficientnet_b2,efficientnet,16.0,512.0,float32,9109994.0,0.0732875,0.0,6.25e-06,1.1727,12.0,52.8,7310.13671875,8916.1640625
13,cpu,cpu,efficientnet_b2,efficientnet,32.0,512.0,float32,9109994.0,0.07243125,0.0,0.0,2.3179,12.0,53.1,7320.265625,8906.03515625
14,cpu,cpu,efficientnet_b2,efficientnet,64.0,512.0,float32,9109994.0,0.077275,0.0,1.5625e-06,4.9457,12.0,54.4,7534.06640625,8692.234375
15,cpu,cpu,efficientnet_b2,efficientnet,16.0,512.0,float64,9109994.0,0.25285625,0.0,0.0,4.0457,12.0,54.3,7535.328125,8690.97265625
16,cpu,cpu,efficientnet_b2,efficientnet,32.0,512.0,float64,9109994.0,0.267809375,3.125e-06,3.125e-06,8.57,12.0,53.4,7594.01171875,8632.2890625
17,cpu,cpu,efficientnet_b2,efficientnet,64.0,512.0,float64,9109994.0,0.2475046875,0.0,1.5625e-06,15.8404,12.0,54.1,7650.609375,8575.69140625
18,cpu,cpu,efficientnet_b3,efficientnet,16.0,512.0,float32,12233232.0,0.09994375,0.0,0.0,1.5991,12.0,54.1,7526.8359375,8699.46484375
19,cpu,cpu,efficientnet_b3,efficientnet,32.0,512.0,float32,12233232.0,0.100296875,0.0,0.0,3.2095,12.0,54.8,7475.359375,8750.94140625
20,cpu,cpu,efficientnet_b3,efficientnet,64.0,512.0,float32,12233232.0,0.104921875,0.0,0.0,6.7151,12.0,54.7,7621.26171875,8605.0390625
21,cpu,cpu,efficientnet_b3,efficientnet,16.0,512.0,float64,12233232.0,0.3350375,0.0,0.0,5.3606,12.0,53.9,7708.765625,8517.53515625
22,cpu,cpu,efficientnet_b3,efficientnet,32.0,512.0,float64,12233232.0,0.352784375,0.0,0.0,11.2891,12.0,54.0,7761.8515625,8464.44921875
23,cpu,cpu,efficientnet_b3,efficientnet,64.0,512.0,float64,12233232.0,0.3252640625,0.0,0.0,20.8169,12.0,54.5,7826.1015625,8400.19921875
24,cpu,cpu,efficientnet_b4,efficientnet,16.0,512.0,float32,19341616.0,0.13174375,0.0,0.0,2.108,12.0,53.8,7704.0234375,8522.27734375
25,cpu,cpu,efficientnet_b4,efficientnet,32.0,512.0,float32,19341616.0,0.139271875,0.0,0.0,4.4567,12.0,55.4,7731.015625,8495.28515625
26,cpu,cpu,efficientnet_b4,efficientnet,64.0,512.0,float32,19341616.0,0.1382890625,0.0,0.0,8.8505,12.0,55.4,7679.69921875,8546.6015625
27,cpu,cpu,efficientnet_b4,efficientnet,16.0,512.0,float64,19341616.0,0.46301875,0.0,0.0,7.4084,12.0,54.4,7807.66015625,8418.640625
28,cpu,cpu,efficientnet_b4,efficientnet,32.0,512.0,float64,19341616.0,0.483915625,0.0,0.0,15.4853,12.0,54.3,8000.5703125,8225.73046875
29,cpu,cpu,efficientnet_b4,efficientnet,64.0,512.0,float64,19341616.0,0.4469828125,0.0,1.5625e-06,28.6069,12.0,54.7,8037.57421875,8188.7265625
30,cpu,cpu,mobilenetv2_100,misc,16.0,512.0,float32,3504872.0,0.0345125,0.0,6.25e-06,0.5524,12.0,54.6,7739.68359375,8486.6171875
31,cpu,cpu,mobilenetv2_100,misc,32.0,512.0,float32,3504872.0,0.0344875,0.0,0.0,1.1036,12.0,54.7,7591.10546875,8635.1953125
32,cpu,cpu,mobilenetv2_100,misc,64.0,512.0,float32,3504872.0,0.0366125,0.0,1.5625e-06,2.3434,12.0,55.9,7647.25390625,8579.046875
33,cpu,cpu,mobilenetv2_100,misc,16.0,512.0,float64,3504872.0,0.10388125,0.0,0.0,1.6621,12.0,54.1,7689.171875,8537.12890625
34,cpu,cpu,mobilenetv2_100,misc,32.0,512.0,float64,3504872.0,0.10705625,3.125e-06,0.0,3.4259,12.0,54.9,7819.234375,8407.06640625
35,cpu,cpu,mobilenetv2_100,misc,64.0,512.0,float64,3504872.0,0.1030015625,0.0,0.0,6.5921,12.0,54.2,7858.03515625,8368.265625
36,cpu,cpu,nasnetalarge,misc,16.0,512.0,float32,88753150.0,0.4183125,0.0,0.0,6.6931,12.0,54.9,8085.8671875,8140.43359375
37,cpu,cpu,nasnetalarge,misc,32.0,512.0,float32,88753150.0,0.405640625,0.0,0.0,12.9805,12.0,54.3,8238.3359375,7987.96484375
38,cpu,cpu,nasnetalarge,misc,64.0,512.0,float32,88753150.0,0.3961703125,0.0,0.0,25.3549,12.0,54.8,6729.859375,9496.44140625
39,cpu,cpu,nasnetalarge,misc,16.0,512.0,float64,88753150.0,1.38889375,0.0,0.0,22.2223,12.0,53.7,7469.73828125,8756.5625
40,cpu,cpu,nasnetalarge,misc,32.0,512.0,float64,88753150.0,1.448615625,0.0,0.0,46.3557,12.0,53.9,7669.84375,8556.45703125
41,cpu,cpu,nasnetalarge,misc,64.0,512.0,float64,88753150.0,1.3353515625,0.0,0.0,85.4626,12.0,54.9,7750.8359375,8475.46484375
42,cpu,cpu,resnet101,resnet,16.0,512.0,float32,44549160.0,0.157775,0.0,0.0,2.5244,12.0,53.5,6553.859375,9672.44140625
43,cpu,cpu,resnet101,resnet,32.0,512.0,float32,44549160.0,0.156975,0.0,0.0,5.0233,12.0,52.8,6589.5078125,9636.79296875
44,cpu,cpu,resnet101,resnet,64.0,512.0,float32,44549160.0,0.1563046875,0.0,1.5625e-06,10.0036,12.0,52.3,6656.61328125,9569.6875
45,cpu,cpu,resnet101,resnet,16.0,512.0,float64,44549160.0,0.30048125,0.0,0.0,4.8078,12.0,52.3,6727.7578125,9498.54296875
46,cpu,cpu,resnet101,resnet,32.0,512.0,float64,44549160.0,0.29585,0.0,3.125e-06,9.4673,12.0,52.6,6784.328125,9441.97265625
47,cpu,cpu,resnet101,resnet,64.0,512.0,float64,44549160.0,0.278303125,0.0,0.0,17.8114,12.0,53.0,6901.46875,9324.83203125
48,cpu,cpu,resnet152,resnet,16.0,512.0,float32,60192808.0,0.22634375,0.0,0.0,3.6215,12.0,53.6,6763.94140625,9462.359375
49,cpu,cpu,resnet152,resnet,32.0,512.0,float32,60192808.0,0.226259375,0.0,0.0,7.2403,12.0,53.8,7000.2109375,9226.08984375
50,cpu,cpu,resnet152,resnet,64.0,512.0,float32,60192808.0,0.223496875,0.0,0.0,14.3038,12.0,53.2,7053.80859375,9172.4921875
51,cpu,cpu,resnet152,resnet,16.0,512.0,float64,60192808.0,0.42729375,0.0,0.0,6.8367,12.0,52.7,7277.01953125,8949.28125
52,cpu,cpu,resnet152,resnet,32.0,512.0,float64,60192808.0,0.42168125,0.0,3.125e-06,13.4938,12.0,52.8,7241.84375,8984.45703125
53,cpu,cpu,resnet152,resnet,64.0,512.0,float64,60192808.0,0.4010609375,0.0,0.0,25.6679,12.0,53.4,7190.6171875,9035.68359375
54,cpu,cpu,resnet18,resnet,16.0,512.0,float32,11689512.0,0.03885,0.0,0.0,0.6216,12.0,53.6,7179.8359375,9046.46484375
55,cpu,cpu,resnet18,resnet,32.0,512.0,float32,11689512.0,0.0341875,0.0,0.0,1.094,12.0,67.3,6355.234375,9871.06640625
56,cpu,cpu,resnet18,resnet,64.0,512.0,float32,11689512.0,0.0309015625,0.0,0.0,1.9778,12.0,57.0,5734.921875,10491.37890625
57,cpu,cpu,resnet18,resnet,16.0,512.0,float64,11689512.0,0.07715,0.0,0.0,1.2344,12.0,53.2,5765.18359375,10461.1171875
58,cpu,cpu,resnet18,resnet,32.0,512.0,float64,11689512.0,0.079359375,0.0,0.0,2.5395,12.0,54.2,6126.01171875,10100.2890625
59,cpu,cpu,resnet18,resnet,64.0,512.0,float64,11689512.0,0.0736421875,0.0,0.0,4.7131,12.0,52.4,6109.1953125,10117.10546875
60,cpu,cpu,resnet26,resnet,16.0,512.0,float32,15995176.0,0.05651875,0.0,0.0,0.9043,12.0,52.9,5992.1640625,10234.13671875
61,cpu,cpu,resnet26,resnet,32.0,512.0,float32,15995176.0,0.059384375,0.0,3.125e-06,1.9004,12.0,54.2,6025.95703125,10200.34375
62,cpu,cpu,resnet26,resnet,64.0,512.0,float32,15995176.0,0.0596375,0.0,0.0,3.8168,12.0,53.9,6340.0625,9886.23828125
63,cpu,cpu,resnet26,resnet,16.0,512.0,float64,15995176.0,0.11065,0.0,0.0,1.7704,12.0,53.0,6272.4921875,9953.80859375
64,cpu,cpu,resnet26,resnet,32.0,512.0,float64,15995176.0,0.1078125,0.0,0.0,3.4501,12.0,53.2,6403.9765625,9822.32421875
65,cpu,cpu,resnet26,resnet,64.0,512.0,float64,15995176.0,0.1014484375,0.0,0.0,6.4927,12.0,52.3,6455.46875,9770.83203125
66,cpu,cpu,resnet34,resnet,16.0,512.0,float32,21797672.0,0.05326875,0.0,0.0,0.8523,12.0,51.9,6360.78515625,9865.515625
67,cpu,cpu,resnet34,resnet,32.0,512.0,float32,21797672.0,0.052253125,0.0,0.0,1.6721,12.0,52.6,6354.54296875,9871.7578125
68,cpu,cpu,resnet34,resnet,64.0,512.0,float32,21797672.0,0.0526546875,0.0,1.5625e-06,3.37,12.0,53.1,6400.015625,9826.28515625
69,cpu,cpu,resnet34,resnet,16.0,512.0,float64,21797672.0,0.14554375,0.0,6.25e-06,2.3288,12.0,53.9,6502.140625,9724.16015625
70,cpu,cpu,resnet34,resnet,32.0,512.0,float64,21797672.0,0.1411625,0.0,0.0,4.5172,12.0,53.7,6564.57421875,9661.7265625
71,cpu,cpu,resnet34,resnet,64.0,512.0,float64,21797672.0,0.1330765625,0.0,0.0,8.5169,12.0,53.1,6584.03125,9642.26953125
72,cpu,cpu,resnet50,resnet,16.0,512.0,float32,25557032.0,0.0981375,0.0,0.0,1.5702,12.0,53.4,6441.8125,9784.48828125
73,cpu,cpu,resnet50,resnet,32.0,512.0,float32,25557032.0,0.0984625,0.0,0.0,3.1509,12.0,54.0,6435.0,9791.30078125
74,cpu,cpu,resnet50,resnet,64.0,512.0,float32,25557032.0,0.0963140625,0.0,1.5625e-06,6.1643,12.0,53.3,6483.875,9742.42578125
75,cpu,cpu,resnet50,resnet,16.0,512.0,float64,25557032.0,0.1793875,0.0,0.0,2.8703,12.0,53.2,6581.7890625,9644.51171875
76,cpu,cpu,resnet50,resnet,32.0,512.0,float64,25557032.0,0.17804375,0.0,0.0,5.6975,12.0,52.9,6542.44140625,9683.859375
77,cpu,cpu,resnet50,resnet,64.0,512.0,float64,25557032.0,0.167859375,0.0,0.0,10.743,12.0,52.6,6638.69140625,9587.609375
78,cpu,cpu,vgg11,vgg,16.0,512.0,float32,132863336.0,0.10531875,0.0,0.0,1.6851,12.0,45.2,7384.25390625,8842.046875
79,cpu,cpu,vgg11,vgg,32.0,512.0,float32,132863336.0,0.09860625,0.0,0.0,3.1554,12.0,52.4,7411.3671875,8814.93359375
80,cpu,cpu,vgg11,vgg,64.0,512.0,float32,132863336.0,0.09238125,0.0,0.0,5.9124,12.0,53.0,7493.54296875,8732.7578125
81,cpu,cpu,vgg11,vgg,16.0,512.0,float64,132863336.0,0.22350625,0.0,6.25e-06,3.5761,12.0,51.9,7998.76953125,8227.53125
82,cpu,cpu,vgg11,vgg,32.0,512.0,float64,132863336.0,0.213425,0.0,0.0,6.8296,12.0,50.1,7917.4296875,8308.87109375
83,cpu,cpu,vgg11,vgg,64.0,512.0,float64,132863336.0,0.2016890625,1.5625e-06,0.0,12.9082,12.0,51.1,7586.1796875,8640.12109375
84,cpu,cpu,vgg13,vgg,16.0,512.0,float32,133047848.0,0.14774375,0.0,0.0,2.3639,12.0,46.7,7264.95703125,8961.34375
85,cpu,cpu,vgg13,vgg,32.0,512.0,float32,133047848.0,0.140103125,0.0,3.125e-06,4.4834,12.0,53.5,7496.0078125,8730.29296875
86,cpu,cpu,vgg13,vgg,64.0,512.0,float32,133047848.0,0.132953125,0.0,1.5625e-06,8.5091,12.0,53.4,7556.3125,8669.98828125
87,cpu,cpu,vgg13,vgg,16.0,512.0,float64,133047848.0,0.3777,0.0,0.0,6.0432,12.0,50.3,7570.41796875,8655.8828125
88,cpu,cpu,vgg13,vgg,32.0,512.0,float64,133047848.0,0.364559375,3.125e-06,3.125e-06,11.666,12.0,48.0,6758.79296875,9467.5078125
89,cpu,cpu,vgg13,vgg,64.0,512.0,float64,133047848.0,0.72249375,9.375e-06,3.59375e-05,46.2425,12.0,44.1,3155.86328125,13070.4375
90,cpu,cpu,vgg16,vgg,16.0,512.0,float32,138357544.0,0.18166875,0.0,6.25e-06,2.9068,12.0,46.5,4372.609375,11853.69140625
91,cpu,cpu,vgg16,vgg,32.0,512.0,float32,138357544.0,0.170578125,3.125e-06,0.0,5.4586,12.0,52.2,4877.76953125,11348.53125
92,cpu,cpu,vgg16,vgg,64.0,512.0,float32,138357544.0,0.1612625,0.0,1.5625e-06,10.3209,12.0,52.1,5232.58984375,10993.7109375
93,cpu,cpu,vgg16,vgg,16.0,512.0,float64,138357544.0,0.4259125,0.0,6.25e-06,6.8147,12.0,49.2,5715.421875,10510.87890625
94,cpu,cpu,vgg16,vgg,32.0,512.0,float64,138357544.0,0.415403125,0.0,3.125e-06,13.293,12.0,47.6,5615.0,10611.30078125
95,cpu,cpu,vgg16,vgg,64.0,512.0,float64,138357544.0,0.769028125,6.25e-06,3.125e-05,49.2201,12.0,45.2,3106.52734375,13119.7734375
96,cpu,cpu,vgg19,vgg,16.0,512.0,float32,143667240.0,0.21725625,0.0,0.0,3.4762,12.0,52.2,4332.875,11893.42578125
97,cpu,cpu,vgg19,vgg,32.0,512.0,float32,143667240.0,0.2027125,0.0,0.0,6.4868,12.0,52.3,5172.90625,11053.39453125
98,cpu,cpu,vgg19,vgg,64.0,512.0,float32,143667240.0,0.1927578125,0.0,0.0,12.3365,12.0,52.3,5617.43359375,10608.8671875
99,cpu,cpu,vgg19,vgg,16.0,512.0,float64,143667240.0,0.5383,0.0,0.0,8.6128,12.0,49.6,6072.9453125,10153.35546875
100,cpu,cpu,vgg19,vgg,32.0,512.0,float64,143667240.0,0.49775,0.0,0.0,15.928,12.0,47.8,5809.4453125,10416.85546875
101,cpu,cpu,vgg19,vgg,64.0,512.0,float64,143667240.0,0.880015625,7.8125e-06,3.4375e-05,56.3238,12.0,44.8,3196.54296875,13029.7578125
102,cpu,cpu,xception,misc,16.0,512.0,float32,22855952.0,0.12908125,0.0,6.25e-06,2.0654,12.0,53.3,3508.21875,12718.08203125
103,cpu,cpu,xception,misc,32.0,512.0,float32,22855952.0,0.12628125,0.0,0.0,4.041,12.0,53.5,4077.34375,12148.95703125
104,cpu,cpu,xception,misc,64.0,512.0,float32,22855952.0,0.1230515625,0.0,0.0,7.8753,12.0,53.1,4599.76953125,11626.53125
105,cpu,cpu,xception,misc,16.0,512.0,float64,22855952.0,0.35069375,0.0,0.0,5.6112,12.0,52.8,5092.83984375,11133.4609375
106,cpu,cpu,xception,misc,32.0,512.0,float64,22855952.0,0.337971875,0.0,0.0,10.8152,12.0,52.3,5237.35546875,10988.9453125
107,cpu,cpu,xception,misc,64.0,512.0,float64,22855952.0,0.3024484375,0.0,1.5625e-06,19.3568,12.0,51.7,5589.23046875,10637.0703125
